Year,State,CO2(Metric Tons)
2007,Delaware,1167850.56
2007,District of Columbia,86026.0
2007,Florida,12567985.75609756
2007,Georgia,12054549.75
2007,Hawaii,1569793.2173913044
2007,Idaho,270340.84210526315
2007,Illinois,11189370.105263159
2007,Indiana,13328439.35135135
2007,Iowa,7132592.32
2007,Kansas,15830965.6
2007,Kentucky,16237332.695652174
2007,Louisiana,6646824.363636363
2007,Maine,659732.9411764706
2007,Maryland,3707217.6470588236
2007,Massachusetts,3679939.8571428573
2007,Michigan,6976350.173913044
2007,Minnesota,3649584.9523809524
2007,Mississippi,4480723.52
2007,Missouri,11616258.814814815
2007,Montana,4069313.8
2007,Nebraska,4420032.421052632
2007,Nevada,3559779.1578947366
2007,New Hampshire,1105903.52
2007,New Jersey,2769517.6
2007,New Mexico,5809994.0
2007,New York,5657820.52631579
2007,North Carolina,8585572.864864865
2007,North Dakota,6456175.6
2007,Ohio,13891618.0
2007,Oklahoma,8010605.230769231
2007,Oregon,1470742.4827586208
2007,Pennsylvania,12929676.9
2007,Rhode Island,789686.1333333333
2007,South Carolina,5160061.575757576
2007,South Dakota,767173.0
2007,Tennessee,9476926.76923077
2007,Texas,24549475.23809524
2007,Utah,5763831.111111111
2007,Vermont,4029.6
2007,Virginia,5555100.0
2007,Washington,1465962.6285714286
2007,West Virginia,12928511.555555556
2007,Wisconsin,4838184.292682927
2007,Wyoming,8451170.181818182
2008,Alabama,11084594.266666668
2008,Alaska,795648.3636363636
2008,Arizona,8412861.0
2008,Arkansas,4541228.740740741
2008,California,5439005.9130434785
2008,Colorado,6665515.52
2008,Connecticut,1350106.2857142857
2008,Delaware,1014915.8461538461
2008,District of Columbia,69856.0
2008,Florida,12105247.2
2008,Georgia,11966644.666666666
2008,Hawaii,1507978.5
2008,Idaho,214035.15789473685
2008,Illinois,10915928.615384616
2008,Indiana,14665913.88235294
2008,Iowa,6591053.142857143
2008,Kansas,14925885.2
2008,Kentucky,16352743.304347826
2008,Louisiana,6634651.151515151
2008,Maine,607261.7142857143
2008,Maryland,3332030.4
2008,Massachusetts,3180453.1428571427
2008,Michigan,6736312.434782608
2008,Minnesota,3682140.7
2008,Mississippi,3987737.3846153845
2008,Missouri,10353290.0
2008,Montana,3392535.0
2008,Nebraska,4991003.333333333
2008,Nevada,3455928.380952381
2008,New Hampshire,1043430.7692307692
2008,New Jersey,2679614.6666666665
2008,New Mexico,5617962.0
2008,New York,4963863.263157895
2008,North Carolina,8610719.085714286
2008,North Dakota,6577405.2
2008,Ohio,17208109.333333332
2008,Oklahoma,6674966.875
2008,Oregon,1492486.0689655172
2008,Pennsylvania,11021964.977777777
2008,Rhode Island,919237.2307692308
2008,South Carolina,5489388.903225807
2008,South Dakota,1009582.75
2008,Tennessee,9026372.0
2008,Texas,26601076.210526317
2008,Utah,6058553.692307692
2008,Vermont,2839.2
2008,Virginia,4870793.529411765
2008,Washington,1520683.5555555555
2008,West Virginia,14101696.666666666
2008,Wisconsin,4723112.380952381
2008,Wyoming,9860445.05263158
2009,Alabama,8934022.709677419
2009,Alaska,770973.6363636364
2009,Arizona,7136485.066666666
2009,Arkansas,4507748.148148148
2009,California,5057672.255319149
2009,Colorado,6498118.0
2009,Connecticut,1237859.6923076923
2009,Delaware,637423.0769230769
2009,District of Columbia,35752.0
2009,Florida,11779866.358974358
2009,Georgia,9938357.41935484
2009,Hawaii,1332519.6923076923
2009,Idaho,215617.47368421053
2009,Illinois,10699976.54054054
2009,Indiana,13072116.588235294
2009,Iowa,7162982.166666667
2009,Kansas,18103533.0
2009,Kentucky,16410498.095238095
2009,Louisiana,6451633.212121212
2009,Maine,571426.5454545454
2009,Maryland,2932462.057142857
2009,Massachusetts,2916048.1481481483
2009,Michigan,6845456.837209302
2009,Minnesota,3208469.904761905
2009,Mississippi,3612400.4615384615
2009,Missouri,9640738.709677419
2009,Montana,2924693.1666666665
2009,Nebraska,5310993.555555556
2009,Nevada,3181654.6086956523
2009,New Hampshire,881129.6
2009,New Jersey,2010694.625
2009,New Mexico,7053111.157894737
2009,New York,4013693.4736842103
2009,North Carolina,7010275.459459459
2009,North Dakota,7246321.777777778
2009,Ohio,13150379.314285714
2009,Oklahoma,6707875.225806451
2009,Oregon,1393487.2592592593
2009,Pennsylvania,10601917.636363637
2009,Rhode Island,978775.6923076923
2009,South Carolina,4765176.875
2009,South Dakota,877648.25
2009,Tennessee,7557883.130434782
2009,Texas,24909170.153846152
2009,Utah,5410000.592592592
2009,Vermont,2194.3333333333335
2009,Virginia,4132634.742857143
2009,Washington,1545805.7142857143
2009,West Virginia,12557668.761904761
2009,Wisconsin,4536744.615384615
2009,Wyoming,9407150.736842105
2010,Alabama,10241904.903225806
2010,Alaska,717400.3478260869
2010,Arizona,7424453.066666666
2010,Arkansas,4692181.655172414
2010,California,4345555.450980392
2010,Colorado,6479802.24
2010,Connecticut,1314480.5714285714
2010,Delaware,930512.0
2010,District of Columbia,190742.0
2010,Florida,12698587.487179488
2010,Georgia,9716695.647058824
2010,Hawaii,1183809.4285714286
2010,Idaho,220584.36363636365
2010,Illinois,10312783.4
2010,Indiana,13680294.823529411
2010,Iowa,7868553.333333333
2010,Kansas,11175671.384615384
2010,Kentucky,17744680.0
2010,Louisiana,7115889.212121212
2010,Maine,618519.125
2010,Maryland,2929931.777777778
2010,Massachusetts,2898715.714285714
2010,Michigan,6770885.818181818
2010,Minnesota,3379087.8974358975
2010,Mississippi,3977082.3703703703
2010,Missouri,10169634.322580645
2010,Montana,3542526.782608696
2010,Nebraska,5149630.736842105
2010,Nevada,2960070.9565217393
2010,New Hampshire,822442.3703703703
2010,New Jersey,2472275.6129032257
2010,New Mexico,5595943.428571428
2010,New York,4377237.684210527
2010,North Carolina,7917927.3513513515
2010,North Dakota,6903088.666666667
2010,Ohio,14783495.757575758
2010,Oklahoma,7620855.076923077
2010,Oregon,1495405.9259259258
2010,Pennsylvania,11166328.272727273
2010,Rhode Island,989868.0
2010,South Carolina,5515202.933333334
2010,South Dakota,1203726.6666666667
2010,Tennessee,7711370.72
2010,Texas,25785557.743589744
2010,Utah,5464502.615384615
2010,Vermont,2672.0
2010,Virginia,4413231.222222222
2010,Washington,1598126.857142857
2010,West Virginia,13506063.636363637
2010,Wisconsin,4394273.76744186
2010,Wyoming,9621673.894736841
2011,Alabama,9859803.35483871
2011,Alaska,695472.0
2011,Arizona,6907837.677419355
2011,Arkansas,5132278.142857143
2011,California,3832629.52
2011,Colorado,6584905.666666667
2011,Connecticut,1170860.4285714286
2011,Delaware,714232.7272727273
2011,District of Columbia,100043.42857142857
2011,Florida,11737562.666666666
2011,Georgia,8156382.742857143
2011,Hawaii,1296003.04
2011,Idaho,143444.34782608695
2011,Illinois,10331409.23076923
2011,Indiana,11849519.891891891
2011,Iowa,6750595.846153846
2011,Kansas,10805920.615384616
2011,Kentucky,17655921.904761903
2011,Louisiana,7374168.588235294
2011,Maine,527411.8787878788
2011,Maryland,2486884.947368421
2011,Massachusetts,2343497.1428571427
2011,Michigan,6160126.311111111
2011,Minnesota,2965290.8181818184
2011,Mississippi,3588612.153846154
2011,Missouri,10178477.625
2011,Montana,3784121.3333333335
2011,Nebraska,6812721.75
2011,Nevada,2564917.7391304346
2011,New Hampshire,820315.84
2011,New Jersey,2182819.870967742
2011,New Mexico,6560882.105263158
2011,New York,3921671.052631579
2011,North Carolina,6788909.621621622
2011,North Dakota,5970999.2
2011,Ohio,10958017.268292682
2011,Oklahoma,8218230.08
2011,Oregon,840173.875
2011,Pennsylvania,10438245.688888889
2011,Rhode Island,1106168.0
2011,South Carolina,5162684.0
2011,South Dakota,970466.6666666666
2011,Tennessee,7275533.92
2011,Texas,26746409.2
2011,Utah,5028525.481481481
2011,Vermont,6401.066666666667
2011,Virginia,3528295.135135135
2011,Washington,940445.8285714285
2011,West Virginia,10314730.0
2011,Wisconsin,4302988.651162791
2011,Wyoming,9515247.157894736
2012,Alabama,8376563.636363637
2012,Alaska,688761.76
2012,Arizona,7220639.862068965
2012,Arkansas,5176272.0
2012,California,4656393.098039215
2012,Colorado,6388124.32
2012,Connecticut,1057304.5882352942
2012,Delaware,905645.8181818182
2012,District of Columbia,37780.0
2012,Florida,11709104.52631579
2012,Georgia,6559451.333333333
2012,Hawaii,1173045.2307692308
2012,Idaho,180297.6923076923
2012,Illinois,10490083.222222222
2012,Indiana,10786281.297297297
2012,Iowa,6113627.407407408
2012,Kansas,9751644.307692308
2012,Kentucky,14901351.652173912
2012,Louisiana,7080252.235294118
2012,Maine,413603.8888888889
2012,Maryland,2299628.4444444445
2012,Massachusetts,1851146.9677419355
2012,Michigan,5776731.489361702
2012,Minnesota,2713696.761904762
2012,Mississippi,3736129.230769231
2012,Missouri,10792098.0
2012,Montana,3560910.222222222
2012,Nebraska,5881663.555555556
2012,Nevada,2388670.88
2012,New Hampshire,660701.2307692308
2012,New Jersey,2080042.7096774194
2012,New Mexico,5832510.2
2012,New York,3856080.864864865
2012,North Carolina,6262035.3513513515
2012,North Dakota,6186809.8
2012,Ohio,8885851.53488372
2012,Oklahoma,7286877.333333333
2012,Oregon,920648.625
2012,Pennsylvania,9777484.177777778
2012,Rhode Island,1047200.6153846154
2012,South Carolina,3912863.4285714286
2012,South Dakota,1089633.0
2012,Tennessee,5385929.935483871
2012,Texas,25368927.1
2012,Utah,4060503.5
2012,Vermont,3277.866666666667
2012,Virginia,2922318.9
2012,Washington,716920.6153846154
2012,West Virginia,12218740.727272727
2012,Wisconsin,4225274.666666667
2012,Wyoming,9040639.80952381
2013,Alabama,8931470.266666668
2013,Alaska,538319.5714285715
2013,Arizona,9223689.0
2013,Arkansas,5335082.857142857
2013,California,4409488.230769231
2013,Colorado,6059587.230769231
2013,Connecticut,997301.3714285714
2013,Delaware,944348.8
2013,District of Columbia,48726.0
2013,Florida,10326731.904761905
2013,Georgia,6683781.529411765
2013,Hawaii,1142798.0
2013,Idaho,323625.5
2013,Illinois,10574281.945945946
2013,Indiana,10691370.918918919
2013,Iowa,5223309.733333333
2013,Kansas,9464386.0
2013,Kentucky,16248356.952380951
2013,Louisiana,6659852.914285715
2013,Maine,408378.44444444444
2013,Maryland,2165684.1142857145
2013,Massachusetts,1841878.5
2013,Michigan,5718523.659574468
2013,Minnesota,2543946.2608695654
2013,Mississippi,3353095.703703704
2013,Missouri,9793057.375
2013,Montana,3228701.523809524
2013,Nebraska,6231756.0
2013,Nevada,2510472.8
2013,New Hampshire,530377.5384615385
2013,New Jersey,1973605.75
2013,New Mexico,4755784.0
2013,New York,3264038.7317073173
2013,North Carolina,5839950.358974359
2013,North Dakota,6054807.0
2013,Ohio,9315063.636363637
2013,Oklahoma,6381768.9655172415
2013,Oregon,1151490.303030303
2013,Pennsylvania,9454699.739130436
2013,Rhode Island,873169.2307692308
2013,South Carolina,3292505.6
2013,South Dakota,1075924.0
2013,Tennessee,4918419.096774193
2013,Texas,26406625.025641024
2013,Utah,4199847.882352941
2013,Vermont,3901.866666666667
2013,Virginia,3384044.2926829266
2013,Washington,1286415.4871794872
2013,West Virginia,12520337.454545455
2013,Wisconsin,4768607.6
2013,Wyoming,10670866.315789474
2014,Alabama,8727037.032258065
2014,Alaska,569224.16
2014,Arizona,9760741.818181818
2014,Arkansas,5326942.857142857
2014,California,4792213.75
2014,Colorado,5699794.222222222
2014,Connecticut,1024526.7878787878
2014,Delaware,814555.2380952381
2014,District of Columbia,48396.0
2014,Florida,11604686.358974358
2014,Georgia,6758481.405405405
2014,Hawaii,1145846.0
2014,Idaho,213079.0
2014,Illinois,10736006.444444444
2014,Indiana,10463559.9
2014,Iowa,4914010.5
2014,Kansas,9083868.57142857
2014,Kentucky,18062113.47368421
2014,Louisiana,7372452.774193549
2014,Maine,340291.0
2014,Maryland,2365848.5714285714
2014,Massachusetts,1722281.2
2014,Michigan,5141103.6
2014,Minnesota,2904665.8666666667
2014,Mississippi,3845975.68
2014,Missouri,9772270.193548387
2014,Montana,3074372.347826087
2014,Nebraska,5855118.222222222
2014,Nevada,2595473.28
2014,New Hampshire,531975.5384615385
2014,New Jersey,2160421.7647058824
2014,New Mexico,4707135.428571428
2014,New York,3586536.1052631577
2014,North Carolina,6008003.384615385
2014,North Dakota,6759931.555555556
2014,Ohio,9624422.829268293
2014,Oklahoma,5875014.0
2014,Oregon,1014514.7878787878
2014,Pennsylvania,9716350.761904761
2014,Rhode Island,789526.7692307692
2014,South Carolina,3675861.888888889
2014,South Dakota,1031138.6666666666
2014,Tennessee,5915031.142857143
2014,Texas,26101296.205128204
2014,Utah,4855791.310344827
2014,Vermont,3676.0
2014,Virginia,3291102.8292682925
2014,Washington,1349657.5135135136
2014,West Virginia,12267601.5
2014,Wisconsin,4606305.7894736845
2014,Wyoming,9965633.263157895
2015,Alabama,9546932.148148147
2015,Alaska,612742.8333333334
2015,Arizona,9127484.0
2015,Arkansas,4083884.8571428573
2015,California,4931669.422222222
2015,Colorado,5755892.307692308
2015,Connecticut,1096849.3333333333
2015,Delaware,779236.380952381
2015,District of Columbia,15822.666666666666
2015,Florida,10653634.285714285
2015,Georgia,6585997.777777778
2015,Hawaii,1131699.8461538462
2015,Idaho,266530.0
2015,Illinois,8643573.846153846
2015,Indiana,9373174.421052631
2015,Iowa,4122694.470588235
2015,Kansas,7811726.857142857
2015,Kentucky,16089957.263157895
2015,Louisiana,7037366.5
2015,Maine,303156.41025641025
2015,Maryland,2154600.588235294
2015,Massachusetts,1626873.8181818181
2015,Michigan,5479124.653061224
2015,Minnesota,2693964.533333333
2015,Mississippi,4195113.833333333
2015,Missouri,9378666.75862069
2015,Montana,3454381.904761905
2015,Nebraska,5627951.777777778
2015,Nevada,2360322.24
2015,New Hampshire,562066.4615384615
2015,New Jersey,2285553.0588235296
2015,New Mexico,4733300.952380952
2015,New York,3636747.222222222
2015,North Carolina,5665698.947368421
2015,North Dakota,6249102.6
2015,Ohio,8586912.717948718
2015,Oklahoma,5741524.137931035
2015,Oregon,1027040.0
2015,Pennsylvania,8462568.558139535
2015,Rhode Island,884195.6923076923
2015,South Carolina,3316555.4444444445
2015,South Dakota,647084.0
2015,Tennessee,5842620.461538462
2015,Texas,24338610.6
2015,Utah,4211024.5
2015,Vermont,2771.0
2015,Virginia,3404680.5853658537
2015,Washington,1287360.3333333333
2015,West Virginia,12049062.727272727
2015,Wisconsin,5021633.333333333
2015,Wyoming,9042960.57142857
2016,Alabama,8888651.384615384
2016,Alaska,554609.44
2016,Arizona,8482050.095238095
2016,Arkansas,4532266.571428572
2016,California,4178456.888888889
2016,Colorado,6012444.333333333
2016,Connecticut,1106921.2903225806
2016,Delaware,831128.1904761905
2016,District of Columbia,19021.6
2016,Florida,10513159.80952381
2016,Georgia,6874919.657142857
2016,Hawaii,1075096.2962962964
2016,Idaho,252262.89655172414
2016,Illinois,8025063.888888889
2016,Indiana,8988696.842105264
2016,Iowa,3554769.411764706
2016,Kansas,7926816.615384615
2016,Kentucky,15248984.842105264
2016,Louisiana,6645238.75
2016,Maine,276468.2162162162
2016,Maryland,2251874.6666666665
2016,Massachusetts,1754734.4827586208
2016,Michigan,4990962.808510638
2016,Minnesota,2757569.488372093
2016,Mississippi,5004238.666666667
2016,Missouri,8961565.0
2016,Montana,3137136.9523809524
2016,Nebraska,5114158.0
2016,Nevada,2326690.08
2016,New Hampshire,388670.92307692306
2016,New Jersey,2638502.0
2016,New Mexico,4216959.2727272725
2016,New York,3477243.4444444445
2016,North Carolina,5525505.157894737
2016,North Dakota,5981572.4
2016,Ohio,8823611.675675675
2016,Oklahoma,5118016.827586207
2016,Oregon,965512.5882352941
2016,Pennsylvania,8099171.714285715
2016,Rhode Island,821547.3846153846
2016,South Carolina,3294240.588235294
2016,South Dakota,891969.3333333334
2016,Tennessee,5915107.407407408
2016,Texas,24252011.282051284
2016,Utah,3644512.2580645164
2016,Vermont,2881.5
2016,Virginia,3567429.463414634
2016,Washington,1169021.9428571428
2016,West Virginia,13694586.4
2016,Wisconsin,4675872.8
2016,Wyoming,8413643.80952381
2017,Alabama,8183399.230769231
2017,Alaska,565042.56
2017,Arizona,8331286.666666667
2017,Arkansas,4936561.777777778
2017,California,3863739.217391304
2017,Colorado,6212111.478260869
2017,Connecticut,1016025.5483870967
2017,Delaware,691463.2380952381
2017,District of Columbia,24650.0
2017,Florida,10481799.609756097
2017,Georgia,6643764.242424242
2017,Hawaii,1139895.52
2017,Idaho,253013.14285714287
2017,Illinois,8314097.529411765
2017,Indiana,8857239.675675675
2017,Iowa,3504166.8571428573
2017,Kansas,6353478.0
2017,Kentucky,13316151.368421054
2017,Louisiana,6446531.741935484
2017,Maine,226770.9189189189
2017,Maryland,1621710.0606060605
2017,Massachusetts,1597924.3870967743
2017,Michigan,5698917.268292683
2017,Minnesota,2636696.2790697673
2017,Mississippi,4200214.956521739
2017,Missouri,9468250.48275862
2017,Montana,3030730.6666666665
2017,Nebraska,4953436.222222222
2017,Nevada,2394035.8181818184
2017,New Hampshire,316200.64
2017,New Jersey,2266960.75
2017,New Mexico,4181765.272727273
2017,New York,2693006.0
2017,North Carolina,4995358.666666667
2017,North Dakota,6324747.157894737
2017,Ohio,8639723.675675675
2017,Oklahoma,4310676.0
2017,Oregon,913246.1714285715
2017,Pennsylvania,7372300.279069767
2017,Rhode Island,794913.0666666667
2017,South Carolina,2983794.2352941176
2017,South Dakota,834165.6666666666
2017,Tennessee,5506511.384615385
2017,Texas,25262230.94736842
2017,Utah,3462204.625
2017,Vermont,3835.75
2017,Virginia,2835878.3636363638
2017,Washington,1258027.2
2017,West Virginia,13681659.789473685
2017,Wisconsin,4902142.057142857
2017,Wyoming,8432857.904761905
2018,Alabama,8636886.923076924
2018,Alaska,564925.1666666666
2018,Arizona,8906033.142857144
2018,Arkansas,5681400.444444444
2018,California,3714824.85106383
2018,Colorado,5785481.833333333
2018,Connecticut,1237610.8387096773
2018,Delaware,608223.4285714285
2018,District of Columbia,28552.0
2018,Florida,11074628.105263159
2018,Georgia,7307115.6
2018,Hawaii,1199537.5
2018,Idaho,252354.57142857142
2018,Illinois,8258374.628571428
2018,Indiana,9897678.702702703
2018,Iowa,4151864.121212121
2018,Kansas,6785039.428571428
2018,Kentucky,13950999.157894736
2018,Louisiana,6551004.516129033
2018,Maine,238011.67567567568
2018,Maryland,2098742.588235294
2018,Massachusetts,1375987.7241379311
2018,Michigan,5993687.804878049
2018,Minnesota,2772569.7674418604
2018,Mississippi,4982285.142857143
2018,Missouri,9721969.185185185
2018,Montana,2974007.238095238
2018,Nebraska,6005800.235294118
2018,Nevada,2334123.8333333335
2018,New Hampshire,350490.08
2018,New Jersey,2363968.5
2018,New Mexico,3512764.380952381
2018,New York,3020150.1621621624
2018,North Carolina,5091529.435897436
2018,North Dakota,6585650.105263158
2018,Ohio,8672349.333333334
2018,Oklahoma,4662947.333333333
2018,Oregon,1035236.4705882353
2018,Pennsylvania,7165648.651162791
2018,Rhode Island,836964.75
2018,South Carolina,3396960.705882353
2018,South Dakota,973506.0
2018,Tennessee,4508139.692307692
2018,Texas,24218558.63157895
2018,Utah,4391389.692307692
2018,Vermont,2494.0
2018,Virginia,3190852.285714286
2018,Washington,1218382.7428571428
2018,West Virginia,12674413.263157895
2018,Wisconsin,4774768.228571429
2018,Wyoming,8383608.761904762
2019,Alabama,8134641.12
2019,Alaska,514139.25925925927
2019,Arizona,8297525.333333333
2019,Arkansas,4816902.814814814
2019,California,3478629.4468085105
2019,Colorado,5897678.782608695
2019,Connecticut,1227936.7741935484
2019,Delaware,504710.6666666667
2019,District of Columbia,73498.66666666667
2019,Florida,10415247.47368421
2019,Georgia,6190801.575757576
2019,Hawaii,1334008.0
2019,Idaho,327544.85714285716
2019,Illinois,7415953.05882353
2019,Indiana,8649288.0
2019,Iowa,3631027.25
2019,Kansas,6425933.538461538
2019,Kentucky,12379985.894736841
2019,Louisiana,6014462.125
2019,Maine,220984.72727272726
2019,Maryland,1588972.8484848484
2019,Massachusetts,1135924.4
2019,Michigan,5583568.4878048785
2019,Minnesota,2390542.6666666665
2019,Mississippi,5267019.368421053
2019,Missouri,8848541.538461538
2019,Montana,3113822.285714286
2019,Nebraska,5567086.352941177
2019,Nevada,2320228.6666666665
2019,New Hampshire,325339.5
2019,New Jersey,2434656.9032258065
2019,New Mexico,3882975.0476190476
2019,New York,2611244.8421052634
2019,North Carolina,4986545.894736842
2019,North Dakota,6035447.578947368
2019,Ohio,7568134.333333333
2019,Oklahoma,4437980.307692308
2019,Oregon,1378575.0
2019,Pennsylvania,7367300.19047619
2019,Rhode Island,748915.5
2019,South Carolina,2869711.0857142857
2019,South Dakota,939700.5714285715
2019,Tennessee,4204268.0
2019,Texas,22900624.210526317
2019,Utah,4356344.0
2019,Vermont,1584.235294117647
2019,Virginia,2853820.9523809524
2019,Washington,1828474.0
2019,West Virginia,11962790.315789474
2019,Wisconsin,3803154.054054054
2019,Wyoming,7466502.857142857
2020,Alabama,7168377.28
2020,Alaska,512424.0
2020,Arizona,6802659.428571428
2020,Arkansas,3476914.3703703703
2020,California,3697288.765957447
2020,Colorado,4472474.923076923
2020,Connecticut,1314269.8064516129
2020,Delaware,507941.5238095238
2020,District of Columbia,53800.5
2020,Florida,10180676.631578946
2020,Georgia,4983103.75
2020,Hawaii,1166954.7272727273
2020,Idaho,355362.56
2020,Illinois,5589599.764705882
2020,Indiana,7411515.085714285
2020,Iowa,2641909.125
2020,Kansas,6260221.230769231
2020,Kentucky,10473657.05263158
2020,Louisiana,5922234.0
2020,Maine,221132.84848484848
2020,Maryland,1318530.4516129033
2020,Massachusetts,1026772.7741935484
2020,Michigan,5318260.3
2020,Minnesota,1995848.6666666667
2020,Mississippi,5630172.842105263
2020,Missouri,8328114.769230769
2020,Montana,1602374.1538461538
2020,Nebraska,4929344.235294118
2020,Nevada,2451013.4545454546
2020,New Hampshire,287941.0
2020,New Jersey,1922845.2903225806
2020,New Mexico,3927578.3157894737
2020,New York,3059575.5428571426
2020,North Carolina,4048551.8947368423
2020,North Dakota,5771576.421052632
2020,Ohio,7267510.27027027
2020,Oklahoma,4058506.769230769
2020,Oregon,1292595.5862068965
2020,Pennsylvania,6724072.0
2020,Rhode Island,895127.2
2020,South Carolina,2715354.8235294116
2020,South Dakota,524846.0
2020,Tennessee,3504880.769230769
2020,Texas,21885803.675675675
2020,Utah,3895875.407407407
2020,Vermont,1931.5294117647059
2020,Virginia,3103105.2682926827
2020,Washington,1499885.375
2020,West Virginia,9431919.047619049
2020,Wisconsin,3685913.5555555555
2020,Wyoming,7153524.19047619
2021,Alabama,7937591.04
2021,Alaska,592825.3333333334
2021,Arizona,6528538.857142857
2021,Arkansas,4551660.461538462
2021,California,3836148.6808510637
2021,Colorado,4980554.56
2021,Connecticut,1411564.0
2021,Delaware,469386.85714285716
2021,District of Columbia,56145.5
2021,Florida,10139406.421052631
2021,Georgia,5808842.933333334
2021,Hawaii,1285744.2
2021,Idaho,411713.76
2021,Illinois,6725500.823529412
2021,Indiana,7614534.702702703
2021,Iowa,3615373.125
2021,Kansas,7012596.0
2021,Kentucky,11822444.842105264
2021,Louisiana,6122255.2
2021,Maine,285665.875
2021,Maryland,1553612.1290322582
2021,Massachusetts,1082312.0
2021,Michigan,5504478.1
2021,Minnesota,2261101.8536585364
2021,Mississippi,5395294.736842105
2021,Missouri,9177436.923076924
2021,Montana,1965636.923076923
2021,Nebraska,5667891.733333333
2021,Nevada,2527094.3636363638
2021,New Hampshire,452117.4
2021,New Jersey,1907894.4516129033
2021,New Mexico,3621830.1052631577
2021,New York,3335848.0
2021,North Carolina,4341504.736842105
2021,North Dakota,5808357.052631579
2021,Ohio,7457475.567567567
2021,Oklahoma,4278759.846153846
2021,Oregon,1290338.8148148148
2021,Pennsylvania,7437298.976744186
2021,Rhode Island,889501.75
2021,South Carolina,2963851.411764706
2021,South Dakota,559694.2222222222
2021,Tennessee,4170373.5384615385
2021,Texas,21702621.89473684
2021,Utah,4570729.692307692
2021,Vermont,2537.8823529411766
2021,Virginia,2828253.9487179485
2021,Washington,1381053.375
2021,West Virginia,12853001.555555556
2021,Wisconsin,4160915.4285714286
2021,Wyoming,6990648.571428572
2022,Alabama,9500375.636363637
2022,Alaska,598583.8333333334
2022,Arizona,6275802.666666667
2022,Arkansas,4815784.461538462
2022,California,3782833.9574468085
2022,Colorado,4405799.555555556
2022,Connecticut,1483726.6206896552
2022,Delaware,510940.38095238095
2022,District of Columbia,31815.0
2022,Florida,10011818.564102564
2022,Georgia,5836254.666666667
2022,Hawaii,1117673.2173913044
2022,Idaho,365975.36
2022,Illinois,6328930.470588235
2022,Indiana,7620509.513513514
2022,Iowa,3270323.0
2022,Kansas,7347988.923076923
2022,Kentucky,11581424.421052631
2022,Louisiana,6657390.620689655
2022,Maine,348963.125
2022,Maryland,1498713.0666666667
2022,Massachusetts,1102840.121212121
2022,Michigan,6001013.025641026
2022,Minnesota,2178200.7804878047
2022,Mississippi,5749052.0
2022,Missouri,8791839.846153846
2022,Montana,2482854.3636363638
2022,Nebraska,5912942.4
2022,Nevada,2456248.909090909
2022,New Hampshire,508629.0
2022,New Jersey,2118852.533333333
2022,New Mexico,3813138.5263157897
2022,New York,3731906.5454545454
2022,North Carolina,5500655.066666666
2022,North Dakota,6065990.736842105
2022,Ohio,7752449.72972973
2022,Oklahoma,3941730.6666666665
2022,Oregon,1124799.142857143
2022,Pennsylvania,7050438.7272727275
2022,Rhode Island,786383.2
2022,South Carolina,2924317.0588235296
2022,South Dakota,627835.5555555555
2022,Tennessee,4090147.6923076925
2022,Texas,22486412.315789472
2022,Utah,4040234.153846154
2022,Vermont,3000.235294117647
2022,Virginia,2820840.756756757
2022,Washington,1232759.0857142857
2022,West Virginia,11194649.111111112
2022,Wisconsin,4122230.875
2022,Wyoming,7356040.19047619
